Product,Reactant,Rxn
CN(C)\N=N\N(C)C,CN(C)\N=N\N(C)C.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CN(C)\N=N\N(C)C.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>CN(C)\N=N\N(C)C
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CN(C)\N=N\N(C)C.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CN(C)\N=N\N(C)C.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,COC1=CC=C(C=C1)C(O)(C1=CC=C(Br)C=C1)C1=CC=C(C=C1)N(C)C,COC1=CC=C(C=C1)C(O)(C1=CC=C(Br)C=C1)C1=CC=C(C=C1)N(C)C>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
COC1=CC=C(C=C1)[C+](C1=CC=C(Br)C=C1)C1=CC=C(C=C1)N(C)C,COC1=CC=C(C=C1)C(O)(C1=CC=C(Br)C=C1)C1=CC=C(C=C1)N(C)C,COC1=CC=C(C=C1)C(O)(C1=CC=C(Br)C=C1)C1=CC=C(C=C1)N(C)C>>COC1=CC=C(C=C1)[C+](C1=CC=C(Br)C=C1)C1=CC=C(C=C1)N(C)C
CC1CNC2=CC=CC=C2C1,COC(C)C1=NC2=CC=CC=C2C(C(O)=O)=C1C,COC(C)C1=NC2=CC=CC=C2C(C(O)=O)=C1C>>CC1CNC2=CC=CC=C2C1
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,COC(C)C1=NC2=CC=CC=C2C(C(O)=O)=C1C,COC(C)C1=NC2=CC=CC=C2C(C(O)=O)=C1C>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
[H][C@]12CCC[C@@]1([H])[N+](CC)=C(C)C2,[H][C@]12CCC(I)[C@@]1([H])N=C(C)C2,[H][C@]12CCC(I)[C@@]1([H])N=C(C)C2>>[H][C@]12CCC[C@@]1([H])[N+](CC)=C(C)C2
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[H][C@]12CCC(I)[C@@]1([H])N=C(C)C2,[H][C@]12CCC(I)[C@@]1([H])N=C(C)C2>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CCOC(=O)C1=CC=C(C=C1)N(CCOC(C)=O)CCOC(C)=O,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CCOC(=O)C1=CC=C(C=C1)N(CCOC(C)=O)CCOC(C)=O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CCOC(=O)C1=CC=C(C=C1)N(=O)(CCOC(C)=O)CCOC(C)=O,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CCOC(=O)C1=CC=C(C=C1)N(CCOC(C)=O)CCOC(C)=O,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CCOC(=O)C1=CC=C(C=C1)N(CCOC(C)=O)CCOC(C)=O>>CCOC(=O)C1=CC=C(C=C1)N(=O)(CCOC(C)=O)CCOC(C)=O
O=N(=O)C1=CC=CC=C1,C1=CC=CC=C1.C1=CC=CC=C1,C1=CC=CC=C1.C1=CC=CC=C1>>O=N(=O)C1=CC=CC=C1
OS(=O)(=O)C1=CC=CC=C1,C1=CC=CC=C1.C1=CC=CC=C1,C1=CC=CC=C1.C1=CC=CC=C1>>OS(=O)(=O)C1=CC=CC=C1
OC1=C(C(O)=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,OC1=C(C=CC(=C1)N(=O)=O)N(=O)=O,OC1=C(C=CC(=C1)N(=O)=O)N(=O)=O>>OC1=C(C(O)=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
O=N(=O)C1=CNN=C1N(=O)=O,O=N(=O)C1=CC=NN1,O=N(=O)C1=CC=NN1>>O=N(=O)C1=CNN=C1N(=O)=O
CC[S](CC)[Pt++]([OH2])([OH2])[S](CC)CC,CC[S](CC)[Pt](ON(=O)=O)(ON(=O)=O)[S](CC)CC.[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CC[S](CC)[Pt](ON(=O)=O)(ON(=O)=O)[S](CC)CC.[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>CC[S](CC)[Pt++]([OH2])([OH2])[S](CC)CC
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CC[S](CC)[Pt](ON(=O)=O)(ON(=O)=O)[S](CC)CC.[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CC[S](CC)[Pt](ON(=O)=O)(ON(=O)=O)[S](CC)CC.[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,Cl[Sb](Cl)(Cl)(Cl)(Cl)Cl.[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC5(CC[C@]4(C)[C@@]3([H])CC[C@]12C)N=C(CC)[N+](=N5)C(=O)OCC)[C@H](C)CCCC(C)C,Cl[Sb](Cl)(Cl)(Cl)(Cl)Cl.[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC5(CC[C@]4(C)[C@@]3([H])CC[C@]12C)N=C(CC)[N+](=N5)C(=O)OCC)[C@H](C)CCCC(C)C>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC5=NC(CC)=NN5CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,Cl[Sb](Cl)(Cl)(Cl)(Cl)Cl.[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC5(CC[C@]4(C)[C@@]3([H])CC[C@]12C)N=C(CC)[N+](=N5)C(=O)OCC)[C@H](C)CCCC(C)C,Cl[Sb](Cl)(Cl)(Cl)(Cl)Cl.[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC5(CC[C@]4(C)[C@@]3([H])CC[C@]12C)N=C(CC)[N+](=N5)C(=O)OCC)[C@H](C)CCCC(C)C>>[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC5=NC(CC)=NN5CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
O=N(=O)N1[14CH2]N([14CH2]N([14CH2]N([14CH2]1)N(=O)=O)N(=O)=O)N(=O)=O,[14CH2]1N2[14CH2]N3[14CH2]N1[14CH2]N([14CH2]2)[14CH2]3,[14CH2]1N2[14CH2]N3[14CH2]N1[14CH2]N([14CH2]2)[14CH2]3>>O=N(=O)N1[14CH2]N([14CH2]N([14CH2]N([14CH2]1)N(=O)=O)N(=O)=O)N(=O)=O
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,NC1=CC=CC=C1,NC1=CC=CC=C1>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CC(=O)N1CCC2=NC(C3=CC=C(Cl)C=C3C)=[N+](N2C2=CC=CC=C12)C1=CC=CC=C1,NC1=CC=CC=C1,NC1=CC=CC=C1>>CC(=O)N1CCC2=NC(C3=CC=C(Cl)C=C3C)=[N+](N2C2=CC=CC=C12)C1=CC=CC=C1
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Y+3].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.O=C(COCCOCC(=O)N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1)N(C1=CC=CC=C1)C1=CC2=CC=CC=C2C=C1,[Y+3].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.O=C(COCCOCC(=O)N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1)N(C1=CC=CC=C1)C1=CC2=CC=CC=C2C=C1>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
O=C(COCCOCC(=O)N(C1=CC=CC=C1)C1=CC2=C(C=CC=C2)C=C1)N(C1=CC=CC=C1)C1=CC2=C(C=CC=C2)C=C1,[Y+3].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.O=C(COCCOCC(=O)N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1)N(C1=CC=CC=C1)C1=CC2=CC=CC=C2C=C1,[Y+3].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.O=C(COCCOCC(=O)N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1)N(C1=CC=CC=C1)C1=CC2=CC=CC=C2C=C1>>O=C(COCCOCC(=O)N(C1=CC=CC=C1)C1=CC2=C(C=CC=C2)C=C1)N(C1=CC=CC=C1)C1=CC2=C(C=CC=C2)C=C1
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[I-].CC1=CC=C(C=C1)[P+](C)(C)C1=CC=C(C)C=C1,[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[I-].CC1=CC=C(C=C1)[P+](C)(C)C1=CC=C(C)C=C1>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CC1=CC=C(C=C1)[P+](C)(C)C1=CC=C(C)C=C1,[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[I-].CC1=CC=C(C=C1)[P+](C)(C)C1=CC=C(C)C=C1,[Na+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[I-].CC1=CC=C(C=C1)[P+](C)(C)C1=CC=C(C)C=C1>>CC1=CC=C(C=C1)[P+](C)(C)C1=CC=C(C)C=C1
O=N(=O)C1=CC=CC=C1,CC1(C)COB(OC1)C1=CC=CC=C1N(=O)=O,CC1(C)COB(OC1)C1=CC=CC=C1N(=O)=O>>O=N(=O)C1=CC=CC=C1
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CC1=CC(NC(NC2=NC(C)=CC(C)=C2)C2=NC=CC=C2)=NC(C)=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CC1=CC(NC(NC2=NC(C)=CC(C)=C2)C2=NC=CC=C2)=NC(C)=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CC1=CC(NC(NC2=NC(C)=CC(C)=C2)C2=NC=CC=C2)=NC(C)=C1,CC1=CC(NC(NC2=NC(C)=CC(C)=C2)C2=NC=CC=C2)=NC(C)=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CC1=CC(NC(NC2=NC(C)=CC(C)=C2)C2=NC=CC=C2)=NC(C)=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>CC1=CC(NC(NC2=NC(C)=CC(C)=C2)C2=NC=CC=C2)=NC(C)=C1
O=N(=O)C1=CC=C(SSC2=CC=C(C=C2)N(=O)=O)C=C1,CCO.Cl[H].NC(=N)SN=NC1=CC=C(C=C1)N(=O)=O,CCO.Cl[H].NC(=N)SN=NC1=CC=C(C=C1)N(=O)=O>>O=N(=O)C1=CC=C(SSC2=CC=C(C=C2)N(=O)=O)C=C1
O=N(=O)C1=CC=CC=C1,CCO.Cl[H].NC(=N)SN=NC1=CC=C(C=C1)N(=O)=O,CCO.Cl[H].NC(=N)SN=NC1=CC=C(C=C1)N(=O)=O>>O=N(=O)C1=CC=CC=C1
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CCCCCC1C(NC(CC1=O)C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CCCCCC1C(NC(CC1=O)C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CCCCCC1C(NC(CC1=O)C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1,CCCCCC1C(NC(CC1=O)C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CCCCCC1C(NC(CC1=O)C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>CCCCCC1C(NC(CC1=O)C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1
O=N(=NC1=CC=CC=C1)C1=CC=CC=C1,O=NC1=CC=CC=C1.O=NC1=CC=CC=C1.O=NC1=CC=CC=C1,O=NC1=CC=CC=C1.O=NC1=CC=CC=C1.O=NC1=CC=CC=C1>>O=N(=NC1=CC=CC=C1)C1=CC=CC=C1
O=N(=O)C1=CC=CC=C1,O=NC1=CC=CC=C1.O=NC1=CC=CC=C1.O=NC1=CC=CC=C1,O=NC1=CC=CC=C1.O=NC1=CC=CC=C1.O=NC1=CC=CC=C1>>O=N(=O)C1=CC=CC=C1
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,COC1=CC(C=O)=CC=C1O,COC1=CC(C=O)=CC=C1O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CCOC(=O)COC1=CC=C(\C=C\C(=O)\C=C(/O)\C=C\C2=CC(OC)=C(OCC(=O)OCC)C=C2)C=C1OC,COC1=CC(C=O)=CC=C1O,COC1=CC(C=O)=CC=C1O>>CCOC(=O)COC1=CC=C(\C=C\C(=O)\C=C(/O)\C=C\C2=CC(OC)=C(OCC(=O)OCC)C=C2)C=C1OC
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Na+].CC1=CC=C(C=C1)S(=O)(=O)[N-]Cl,[Na+].CC1=CC=C(C=C1)S(=O)(=O)[N-]Cl>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
O[As+]1(CCC2=C(C1)C=CC=C2)C1=CC=CC=C1,[Na+].CC1=CC=C(C=C1)S(=O)(=O)[N-]Cl,[Na+].CC1=CC=C(C=C1)S(=O)(=O)[N-]Cl>>O[As+]1(CCC2=C(C1)C=CC=C2)C1=CC=CC=C1
OCCN(CCO)CCO,OCCN(CCO)CCO,OCCN(CCO)CCO>>OCCN(CCO)CCO
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,OCCN(CCO)CCO,OCCN(CCO)CCO>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,C1CC2=CC=CC=C2C=N1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COC1=C(OC)C=C(C=O)C(N)=C1,C1CC2=CC=CC=C2C=N1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COC1=C(OC)C=C(C=O)C(N)=C1>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
COC1=C(OC)C=C2C=[N+]3CCC4=CC=CC=C4C3NC2=C1,C1CC2=CC=CC=C2C=N1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COC1=C(OC)C=C(C=O)C(N)=C1,C1CC2=CC=CC=C2C=N1.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COC1=C(OC)C=C(C=O)C(N)=C1>>COC1=C(OC)C=C2C=[N+]3CCC4=CC=CC=C4C3NC2=C1
O=[N+]([O-])NC1=NC(/N=N/C2=NOC(N[N+](=O)[O-])=N2)=NO1,NC1=NC(/N=N/C2=NOC(N)=N2)=NO1.O=[N+]([O-])O,NC1=NC(/N=N/C2=NOC(N)=N2)=NO1.O=[N+]([O-])O>>O=[N+]([O-])NC1=NC(/N=N/C2=NOC(N[N+](=O)[O-])=N2)=NO1
CC1(C)OC2=C(C=C1)C=NC1=C2C=CC=C1,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC1(C)OC2=C(C=C1)C=NC1=C2C=CC=C1,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC1(C)OC2=C(C=C1)C=NC1=C2C=CC=C1>>CC1(C)OC2=C(C=C1)C=NC1=C2C=CC=C1
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC1(C)OC2=C(C=C1)C=NC1=C2C=CC=C1,OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.CC1(C)OC2=C(C=C1)C=NC1=C2C=CC=C1>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC5=NC(C)=NN5CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C>>[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC5=NC(C)=NN5CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
CC1=CC(C)=C(OC2=C(C=C(C=C2N(=O)=O)N(=O)=O)N(=O)=O)C(C)=C1,FC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[K+].CC1=CC(C)=C([O-])C(C)=C1,FC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[K+].CC1=CC(C)=C([O-])C(C)=C1>>CC1=CC(C)=C(OC2=C(C=C(C=C2N(=O)=O)N(=O)=O)N(=O)=O)C(C)=C1
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,FC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[K+].CC1=CC(C)=C([O-])C(C)=C1,FC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[K+].CC1=CC(C)=C([O-])C(C)=C1>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
FC1(F)[C-](C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,FC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[K+].CC1=CC(C)=C([O-])C(C)=C1,FC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.[K+].CC1=CC(C)=C([O-])C(C)=C1>>FC1(F)[C-](C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CCC1=C(C)NC2=CC=C(C=C12)[N+](C)(C)C,CCC1=C(C)NC2=CC=C(N)C=C12.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COS(=O)(=O)OC,CCC1=C(C)NC2=CC=C(N)C=C12.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COS(=O)(=O)OC>>CCC1=C(C)NC2=CC=C(C=C12)[N+](C)(C)C
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,CCC1=C(C)NC2=CC=C(N)C=C12.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COS(=O)(=O)OC,CCC1=C(C)NC2=CC=C(N)C=C12.OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.COS(=O)(=O)OC>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
O=N(=O)C1=CC=CC=C1,O=N(=O)C1=CC2=CC=CC=C2C=C1.O=N(=O)C1=CC=CC=C1,O=N(=O)C1=CC2=CC=CC=C2C=C1.O=N(=O)C1=CC=CC=C1>>O=N(=O)C1=CC=CC=C1
O=N(=O)C1=CC2=CC=CC=C2C=C1,O=N(=O)C1=CC2=CC=CC=C2C=C1.O=N(=O)C1=CC=CC=C1,O=N(=O)C1=CC2=CC=CC=C2C=C1.O=N(=O)C1=CC=CC=C1>>O=N(=O)C1=CC2=CC=CC=C2C=C1
NNC(=O)C1=CC=NC=C1,NNC(=O)C1=CC=NC=C1.[Ni++].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,NNC(=O)C1=CC=NC=C1.[Ni++].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>NNC(=O)C1=CC=NC=C1
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,NNC(=O)C1=CC=NC=C1.[Ni++].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,NNC(=O)C1=CC=NC=C1.[Ni++].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Cs+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.C1OC(OCC11COCCOCCOCCOCCOC1)C1=CC=CC=C1,[Cs+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.C1OC(OCC11COCCOCCOCCOCCOC1)C1=CC=CC=C1>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
C1OC(OCC11COCCOCCOCCOCCOC1)C1=CC=CC=C1,[Cs+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.C1OC(OCC11COCCOCCOCCOCCOC1)C1=CC=CC=C1,[Cs+].[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O.C1OC(OCC11COCCOCCOCCOCCOC1)C1=CC=CC=C1>>C1OC(OCC11COCCOCCOCCOCCOC1)C1=CC=CC=C1
[H][C@](N)(CC(C)C)C(O)=O,[Tm+3].[H]O[H].[H]C1=C(C([O-])=C(C([H])=C1N(=O)=O)N(=O)=O)N(=O)=O.[H]C(N)(CC(C)C)C(O)=O,[Tm+3].[H]O[H].[H]C1=C(C([O-])=C(C([H])=C1N(=O)=O)N(=O)=O)N(=O)=O.[H]C(N)(CC(C)C)C(O)=O>>[H][C@](N)(CC(C)C)C(O)=O
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Tm+3].[H]O[H].[H]C1=C(C([O-])=C(C([H])=C1N(=O)=O)N(=O)=O)N(=O)=O.[H]C(N)(CC(C)C)C(O)=O,[Tm+3].[H]O[H].[H]C1=C(C([O-])=C(C([H])=C1N(=O)=O)N(=O)=O)N(=O)=O.[H]C(N)(CC(C)C)C(O)=O>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Cl-].Cl[H].CC1=C(CCO)SC=[N+]1CC1=C(N)N=C(C)N=C1.CCC(Cl)=O,[Cl-].Cl[H].CC1=C(CCO)SC=[N+]1CC1=C(N)N=C(C)N=C1.CCC(Cl)=O>>OC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,[Cl-].Cl[H].CC1=C(CCO)SC=[N+]1CC1=C(N)N=C(C)N=C1.CCC(Cl)=O,[Cl-].Cl[H].CC1=C(CCO)SC=[N+]1CC1=C(N)N=C(C)N=C1.CCC(Cl)=O>>[O-]C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O
CCC(=O)OCCC1=C(C)[N+](CC2=CN=C(C)N=C2N)=CS1,[Cl-].Cl[H].CC1=C(CCO)SC=[N+]1CC1=C(N)N=C(C)N=C1.CCC(Cl)=O,[Cl-].Cl[H].CC1=C(CCO)SC=[N+]1CC1=C(N)N=C(C)N=C1.CCC(Cl)=O>>CCC(=O)OCCC1=C(C)[N+](CC2=CN=C(C)N=C2N)=CS1
OC(=O)C(O)=O,CC1=CC=C(C=C1)N=O.ON(C(=N)C#N)C1=CC=CC=C1,CC1=CC=C(C=C1)N=O.ON(C(=N)C#N)C1=CC=CC=C1>>OC(=O)C(O)=O
O=N(=O)C1=CC=CC=C1,CC1=CC=C(C=C1)N=O.ON(C(=N)C#N)C1=CC=CC=C1,CC1=CC=C(C=C1)N=O.ON(C(=N)C#N)C1=CC=CC=C1>>O=N(=O)C1=CC=CC=C1
O=N(=NC1=CC=CC=C1)C1=CC=CC=C1,CC1=CC=C(C=C1)N=O.ON(C(=N)C#N)C1=CC=CC=C1,CC1=CC=C(C=C1)N=O.ON(C(=N)C#N)C1=CC=CC=C1>>O=N(=NC1=CC=CC=C1)C1=CC=CC=C1
COC1=CC=[N+](OC)C=C1,COC1=CC=N(=O)C=C1.COC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,COC1=CC=N(=O)C=C1.COC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O>>COC1=CC=[N+](OC)C=C1
