nohup: ignoring input
Starting......
total length:  5000
( 292  /  5000 )...... Spent time: 5.984278917312622
( 293  /  5000 )...... Spent time: 4.40641450881958
( 294  /  5000 )...... Spent time: 4.2874226570129395
( 295  /  5000 )...... Spent time: 3.9308929443359375
( 296  /  5000 )...... Spent time: 3.752797842025757
( 297  /  5000 )...... Spent time: 5.480170249938965
( 298  /  5000 )...... Spent time: 5.27265739440918
( 299  /  5000 )...... Spent time: 4.1483659744262695
( 300  /  5000 )...... Spent time: 3.6258270740509033
( 301  /  5000 )...... Spent time: 6.546151399612427
( 302  /  5000 )...... Spent time: 5.651659250259399
( 303  /  5000 )...... Spent time: 6.8446478843688965
( 304  /  5000 )...... Spent time: 3.9786744117736816
( 305  /  5000 )...... Spent time: 4.048933506011963
( 306  /  5000 )...... Spent time: 6.060247898101807
( 307  /  5000 )...... Spent time: 5.892881393432617
( 308  /  5000 )...... Spent time: 3.6743385791778564
( 309  /  5000 )...... Spent time: 4.5006263256073
( 310  /  5000 )...... Spent time: 6.844936370849609
( 311  /  5000 )...... Spent time: 5.060653448104858
( 312  /  5000 )...... Spent time: 4.11891770362854
( 313  /  5000 )...... Spent time: 5.844073534011841
( 314  /  5000 )...... Spent time: 4.430192947387695
( 315  /  5000 )...... Spent time: 3.8162455558776855
( 316  /  5000 )...... Spent time: 6.7969582080841064
( 317  /  5000 )...... Spent time: 5.347001791000366
( 318  /  5000 )...... Spent time: 4.424857139587402
( 319  /  5000 )...... Spent time: 5.880614995956421
( 320  /  5000 )...... Spent time: 5.027688026428223
( 321  /  5000 )...... Spent time: 5.9844207763671875
( 322  /  5000 )...... Spent time: 7.056877374649048
( 323  /  5000 )...... Spent time: 4.516787052154541
( 324  /  5000 )...... Spent time: 6.148753881454468
( 325  /  5000 )...... Spent time: 3.8551676273345947
( 326  /  5000 )...... Spent time: 6.885891914367676
( 327  /  5000 )...... Spent time: 5.935381174087524
( 328  /  5000 )...... Spent time: 3.760964870452881
( 329  /  5000 )...... Spent time: 4.0650224685668945
( 330  /  5000 )...... Spent time: 5.1385462284088135
( 331  /  5000 )...... Spent time: 4.0476274490356445
( 332  /  5000 )...... Spent time: 4.808324098587036
( 333  /  5000 )...... Spent time: 5.647063255310059
( 334  /  5000 )...... Spent time: 5.22113037109375
( 335  /  5000 )...... Spent time: 5.470638275146484
( 336  /  5000 )...... Spent time: 4.290507555007935
( 337  /  5000 )...... Spent time: 7.816183090209961
( 338  /  5000 )...... Spent time: 6.0029919147491455
( 339  /  5000 )...... Spent time: 5.173773288726807
( 340  /  5000 )...... Spent time: 4.271068572998047
( 341  /  5000 )...... Spent time: 7.205602169036865
( 342  /  5000 )...... Spent time: 6.7070534229278564
( 343  /  5000 )...... Spent time: 3.8911383152008057
( 344  /  5000 )...... Spent time: 7.21245265007019
( 345  /  5000 )...... Spent time: 5.6740593910217285
( 346  /  5000 )...... Spent time: 4.5428667068481445
( 347  /  5000 )...... Spent time: 6.391909122467041
( 348  /  5000 )...... Spent time: 3.697458267211914
( 349  /  5000 )...... Spent time: 4.437267541885376
( 350  /  5000 )...... Spent time: 5.555999517440796
( 351  /  5000 )...... Spent time: 4.7377119064331055
( 352  /  5000 )...... Spent time: 4.532473802566528
( 353  /  5000 )...... Spent time: 3.956148386001587
( 354  /  5000 )...... Spent time: 3.7855522632598877
( 355  /  5000 )...... Spent time: 4.641903400421143
( 356  /  5000 )...... Spent time: 6.042542457580566
( 357  /  5000 )...... Spent time: 5.572546005249023
( 358  /  5000 )...... Spent time: 4.446673154830933
( 359  /  5000 )...... Spent time: 6.1609156131744385
( 360  /  5000 )...... Spent time: 4.382999420166016
( 361  /  5000 )...... Spent time: 5.227660417556763
( 362  /  5000 )...... Spent time: 4.651775360107422
( 363  /  5000 )...... Spent time: 3.794534921646118
( 364  /  5000 )...... Spent time: 5.845890045166016
( 365  /  5000 )...... Spent time: 7.661719083786011
( 366  /  5000 )...... Spent time: 8.14977216720581
( 367  /  5000 )...... Spent time: 3.7024471759796143
( 368  /  5000 )...... Spent time: 5.09212327003479
( 369  /  5000 )...... Spent time: 4.42939829826355
( 370  /  5000 )...... Spent time: 4.757511377334595
( 371  /  5000 )...... Spent time: 4.1411097049713135
( 372  /  5000 )...... Spent time: 4.09462308883667
( 373  /  5000 )...... Spent time: 6.245441198348999
( 374  /  5000 )...... Spent time: 4.816627502441406
( 375  /  5000 )...... Spent time: 5.770337104797363
( 376  /  5000 )...... Spent time: 4.879979848861694
( 377  /  5000 )...... Spent time: 4.2329747676849365
( 378  /  5000 )...... Spent time: 4.916586637496948
( 379  /  5000 )...... Spent time: 3.694585084915161
( 380  /  5000 )...... Spent time: 6.136924982070923
( 381  /  5000 )...... Spent time: 6.348594665527344
( 382  /  5000 )...... Spent time: 4.338735580444336
( 383  /  5000 )...... Spent time: 3.8858869075775146
( 384  /  5000 )...... Spent time: 6.202263593673706
( 385  /  5000 )...... Spent time: 7.058812141418457
( 386  /  5000 )...... Spent time: 7.141881465911865
( 387  /  5000 )...... Spent time: 4.622808456420898
( 388  /  5000 )...... Spent time: 4.12896990776062
( 389  /  5000 )...... Spent time: 6.391110897064209
( 390  /  5000 )...... Spent time: 4.991466760635376
( 391  /  5000 )...... Spent time: 4.307682991027832
( 392  /  5000 )...... Spent time: 5.294264793395996
( 393  /  5000 )...... Spent time: 5.611149072647095
( 394  /  5000 )...... Spent time: 5.03902006149292
( 395  /  5000 )...... Spent time: 4.441760301589966
( 396  /  5000 )...... Spent time: 5.123670339584351
( 397  /  5000 )...... Spent time: 5.680530786514282
( 398  /  5000 )...... Spent time: 7.229828119277954
( 399  /  5000 )...... Spent time: 4.237981557846069
( 400  /  5000 )...... Spent time: 4.95451545715332
( 401  /  5000 )...... Spent time: 4.031769275665283
( 402  /  5000 )...... Spent time: 4.244686841964722
( 403  /  5000 )...... Spent time: 6.549731016159058
( 404  /  5000 )...... Spent time: 5.1135804653167725
( 405  /  5000 )...... Spent time: 5.004542350769043
( 406  /  5000 )...... Spent time: 5.9201819896698
( 407  /  5000 )...... Spent time: 4.793859958648682
( 408  /  5000 )...... Spent time: 5.1529624462127686
( 409  /  5000 )...... Spent time: 5.98337721824646
( 410  /  5000 )...... Spent time: 3.7638301849365234
( 411  /  5000 )...... Spent time: 5.1853179931640625
( 412  /  5000 )...... Spent time: 7.004453182220459
( 413  /  5000 )...... Spent time: 4.303013801574707
( 414  /  5000 )...... Spent time: 5.313568115234375
( 415  /  5000 )...... Spent time: 5.291465997695923
( 416  /  5000 )...... Spent time: 5.302688121795654
( 417  /  5000 )...... Spent time: 6.813507318496704
( 418  /  5000 )...... Spent time: 5.793691158294678
( 419  /  5000 )...... Spent time: 5.502441167831421
( 420  /  5000 )...... Spent time: 5.554404258728027
( 421  /  5000 )...... Spent time: 4.235124826431274
( 422  /  5000 )...... Spent time: 3.7892987728118896
( 423  /  5000 )...... Spent time: 4.607289552688599
( 424  /  5000 )...... Spent time: 5.090578556060791
( 425  /  5000 )...... Spent time: 4.4961097240448
( 426  /  5000 )...... Spent time: 5.822878360748291
( 427  /  5000 )...... Spent time: 3.995021104812622
( 428  /  5000 )...... Spent time: 4.803960800170898
( 429  /  5000 )...... Spent time: 4.895833492279053
( 430  /  5000 )...... Spent time: 7.579045295715332
( 431  /  5000 )...... Spent time: 6.019904375076294
( 432  /  5000 )...... Spent time: 4.419666528701782
( 433  /  5000 )...... Spent time: 4.089509963989258
( 434  /  5000 )...... Spent time: 6.779445648193359
( 435  /  5000 )...... Spent time: 6.448053359985352
( 436  /  5000 )...... Spent time: 4.427703619003296
( 437  /  5000 )...... Spent time: 6.66105055809021
( 438  /  5000 )...... Spent time: 3.9040608406066895
( 439  /  5000 )...... Spent time: 4.4154298305511475
( 440  /  5000 )...... Spent time: 3.622891664505005
( 441  /  5000 )...... Spent time: 6.579889535903931
( 442  /  5000 )...... Spent time: 4.350809335708618
( 443  /  5000 )...... Spent time: 5.316982984542847
( 444  /  5000 )...... Spent time: 4.746891975402832
( 445  /  5000 )...... Spent time: 4.723462820053101
( 446  /  5000 )...... Spent time: 4.789968967437744
( 447  /  5000 )...... Spent time: 4.881598234176636
( 448  /  5000 )...... Spent time: 7.772090673446655
( 449  /  5000 )...... Spent time: 4.726311206817627
( 450  /  5000 )...... Spent time: 4.094906330108643
( 451  /  5000 )...... Spent time: 6.133984804153442
( 452  /  5000 )...... Spent time: 4.925340414047241
( 453  /  5000 )...... Spent time: 5.488611459732056
( 454  /  5000 )...... Spent time: 5.4467151165008545
( 455  /  5000 )...... Spent time: 5.864241123199463
( 456  /  5000 )...... Spent time: 4.634449005126953
( 457  /  5000 )...... Spent time: 4.922003269195557
( 458  /  5000 )...... Spent time: 3.8966283798217773
( 459  /  5000 )...... Spent time: 5.471436262130737
( 460  /  5000 )...... Spent time: 4.32581090927124
( 461  /  5000 )...... Spent time: 4.251149654388428
( 462  /  5000 )...... Spent time: 4.890108823776245
( 463  /  5000 )...... Spent time: 4.119959115982056
( 464  /  5000 )...... Spent time: 4.316249370574951
( 465  /  5000 )...... Spent time: 5.056445598602295
( 466  /  5000 )...... Spent time: 3.8784115314483643
( 467  /  5000 )...... Spent time: 4.723349094390869
( 468  /  5000 )...... Spent time: 5.749825954437256
( 469  /  5000 )...... Spent time: 3.8337864875793457
( 470  /  5000 )...... Spent time: 5.322485685348511
( 471  /  5000 )...... Spent time: 5.133483409881592
( 472  /  5000 )...... Spent time: 3.760889768600464
( 473  /  5000 )...... Spent time: 5.697964429855347
( 474  /  5000 )...... Spent time: 5.453736305236816
( 475  /  5000 )...... Spent time: 4.592241287231445
( 476  /  5000 )...... Spent time: 4.859935760498047
( 477  /  5000 )...... Spent time: 4.708524942398071
( 478  /  5000 )...... Spent time: 5.7831361293792725
( 479  /  5000 )...... Spent time: 6.742642402648926
( 480  /  5000 )...... Spent time: 5.200121879577637
( 481  /  5000 )...... Spent time: 7.0086586475372314
( 482  /  5000 )...... Spent time: 6.255881309509277
( 483  /  5000 )...... Spent time: 5.473356485366821
( 484  /  5000 )...... Spent time: 3.9980199337005615
( 485  /  5000 )...... Spent time: 3.892061710357666
( 486  /  5000 )...... Spent time: 6.657926797866821
( 487  /  5000 )...... Spent time: 5.048400640487671
( 488  /  5000 )...... Spent time: 4.537052392959595
( 489  /  5000 )...... Spent time: 5.571277141571045
( 490  /  5000 )...... Spent time: 5.1498754024505615
( 491  /  5000 )...... Spent time: 3.5753979682922363
( 492  /  5000 )...... Spent time: 4.156344175338745
( 493  /  5000 )...... Spent time: 6.056984901428223
( 494  /  5000 )...... Spent time: 4.024157762527466
( 495  /  5000 )...... Spent time: 4.252633333206177
( 496  /  5000 )...... Spent time: 6.29682469367981
( 497  /  5000 )...... Spent time: 7.773913145065308
( 498  /  5000 )...... Spent time: 5.227049827575684
( 499  /  5000 )...... Spent time: 5.06776237487793
( 500  /  5000 )...... Spent time: 5.3182854652404785
( 501  /  5000 )...... Spent time: 5.09947657585144
10 %,  accuracy: [0]
( 502  /  5000 )...... Spent time: 5.499056816101074
( 503  /  5000 )...... Spent time: 4.314914226531982
( 504  /  5000 )...... Spent time: 5.51475191116333
( 505  /  5000 )...... Spent time: 7.7689549922943115
( 506  /  5000 )...... Spent time: 7.283432960510254
( 507  /  5000 )...... Spent time: 4.8254005908966064
( 508  /  5000 )...... Spent time: 6.831665277481079
( 509  /  5000 )...... Spent time: 5.915246963500977
( 510  /  5000 )...... Spent time: 4.051056385040283
( 511  /  5000 )...... Spent time: 5.346715927124023
( 512  /  5000 )...... Spent time: 5.667558670043945
( 513  /  5000 )...... Spent time: 5.740110397338867
( 514  /  5000 )...... Spent time: 3.8535802364349365
( 515  /  5000 )...... Spent time: 5.5984015464782715
( 516  /  5000 )...... Spent time: 5.43131422996521
( 517  /  5000 )...... Spent time: 6.250608205795288
( 518  /  5000 )...... Spent time: 5.621318578720093
( 519  /  5000 )...... Spent time: 4.941915273666382
( 520  /  5000 )...... Spent time: 4.055157661437988
( 521  /  5000 )...... Spent time: 4.291495084762573
( 522  /  5000 )...... Spent time: 4.860479831695557
( 523  /  5000 )...... Spent time: 4.338801622390747
( 524  /  5000 )...... Spent time: 5.900714874267578
( 525  /  5000 )...... Spent time: 8.297760009765625
( 526  /  5000 )...... Spent time: 4.534496784210205
( 527  /  5000 )...... Spent time: 7.147161960601807
( 528  /  5000 )...... Spent time: 6.171435594558716
( 529  /  5000 )...... Spent time: 4.894904851913452
( 530  /  5000 )...... Spent time: 5.018598318099976
( 531  /  5000 )...... Spent time: 5.520758152008057
